hist,,119,,370,,245,,585,
X,Y,X,Y,X,Y,X,Y,X,Y
1979.930795847751,6.084337349397593,2014.1868512110727,8.614457831325304,2016.2629757785467,8.795180722891573,2014.5328719723184,8.433734939759034,2014.5328719723184,8.433734939759034
1991.3494809688582,6.445783132530124,2020.069204152249,10.963855421686752,2027.3356401384083,12.048192771084338,2026.643598615917,10.421686746987959,2025.2595155709344,11.686746987951807
2001.038062283737,6.987951807228917,2028.0276816608996,10.60240963855422,2040.8304498269897,14.216867469879524,2043.2525951557093,10.60240963855422,2040.1384083044982,17.108433734939766
2007.9584775086505,7.349397590361448,2038.0622837370242,7.349397590361448,2056.055363321799,15.84337349397591,2057.4394463667822,10.24096385542169,2052.5951557093426,21.807228915662655
2015.2249134948097,8.795180722891573,2049.1349480968856,5.000000000000007,2073.010380622837,17.65060240963856,2073.010380622837,8.795180722891573,2067.8200692041523,28.493975903614462
,,2061.59169550173,2.2891566265060277,2088.9273356401386,19.277108433734945,2085.121107266436,5.5421686746988,2083.3910034602077,33.734939759036145
,,2075.432525951557,-0.24096385542168264,2100.6920415224913,20.000000000000007,2096.5397923875435,3.192771084337359,2093.425605536332,34.638554216867476
,,2089.2733564013843,-1.5060240963855378,,,2100.3460207612457,2.2891566265060277,2100.3460207612457,34.096385542168676
,,2100.6920415224913,-2.409638554216862,,,,,,
