hist,,119,,434,,126,,534,,245,,370,,585,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
1979.886685552408,154.41176470588243,2015.014164305949,382.3529411764707,2015.014164305949,382.3529411764707,2016.1473087818697,389.70588235294144,2015.014164305949,382.3529411764707,2015.014164305949,375.00000000000045,2015.014164305949,382.3529411764707,2015.014164305949,382.3529411764707
1989.5184135977336,213.2352941176473,2024.3626062322944,470.588235294118,2025.4957507082152,485.294117647059,2026.0623229461755,500.00000000000045,2028.3286118980168,536.7647058823532,2028.3286118980168,522.0588235294117,2026.0623229461755,507.3529411764707,2032.5779036827194,580.8823529411766
2000,272.05882352941217,2039.943342776204,558.8235294117649,2037.3937677053823,580.8823529411766,2042.4929178470254,639.7058823529414,2047.0254957507082,823.5294117647063,2047.5920679886685,742.6470588235297,2043.6260623229462,757.3529411764712,2049.5750708215296,889.7058823529414
2008.2152974504247,338.2352941176473,2050.42492917847,580.8823529411766,2050.7082152974504,669.1176470588239,2063.456090651558,735.294117647059,2058.3569405099147,955.8823529411766,2062.6062322946173,897.0588235294122,2060.056657223796,1007.3529411764707,2066.85552407932,1330.882352941177
2016.1473087818697,389.70588235294144,2064.8725212464587,588.2352941176473,2069.971671388102,720.5882352941176,2079.6033994334275,757.3529411764712,2069.1218130311613,977.9411764705883,2082.7195467422093,1080.8823529411766,2079.3201133144476,1352.9411764705883,2081.3031161473086,1794.1176470588239
,,2082.152974504249,566.1764705882356,2086.402266288952,705.8823529411766,2094.3342776203963,727.9411764705887,2088.385269121813,911.7647058823532,2100.28328611898,1147.0588235294117,2100,1764.7058823529414,2093.7677053824364,2213.2352941176478
,,2092.9178470254956,536.7647058823532,2099.7167138810196,683.8235294117649,2100,705.8823529411766,2099.7167138810196,845.588235294118,,,,,2100,2448.5294117647063
,,2100.28328611898,500.00000000000045,,,,,,,,,,,,
