,,1940-01-01,1941-01-01,1942-01-01,1943-01-01,1944-01-01,1945-01-01,1946-01-01,1947-01-01,1948-01-01,1949-01-01,1950-01-01,1951-01-01,1952-01-01,1953-01-01,1954-01-01,1955-01-01,1956-01-01,1957-01-01,1958-01-01,1959-01-01,1960-01-01,1961-01-01,1962-01-01,1963-01-01,1964-01-01,1965-01-01,1966-01-01,1967-01-01,1968-01-01,1969-01-01,1970-01-01,1971-01-01,1972-01-01,1973-01-01,1974-01-01,1975-01-01,1976-01-01,1977-01-01,1978-01-01,1979-01-01,1980-01-01,1981-01-01,1982-01-01,1983-01-01,1984-01-01,1985-01-01,1986-01-01,1987-01-01,1988-01-01,1989-01-01,1990-01-01,1991-01-01,1992-01-01,1993-01-01,1994-01-01,1995-01-01,1996-01-01,1997-01-01,1998-01-01,1999-01-01,2000-01-01,2001-01-01,2002-01-01,2003-01-01,2004-01-01,2005-01-01,2006-01-01,2007-01-01,2008-01-01,2009-01-01,2010-01-01,2011-01-01,2012-01-01,2013-01-01,2014-01-01,2015-01-01,2016-01-01,2017-01-01,2018-01-01,2019-01-01,2020-01-01,2021-01-01,2022-01-01,2023-01-01,2024-01-01,2025-01-01,2026-01-01,2027-01-01,2028-01-01,2029-01-01,2030-01-01,2031-01-01,2032-01-01,2033-01-01,2034-01-01,2035-01-01,2036-01-01,2037-01-01,2038-01-01,2039-01-01,2040-01-01,2041-01-01,2042-01-01,2043-01-01,2044-01-01,2045-01-01,2046-01-01,2047-01-01,2048-01-01,2049-01-01,2050-01-01,2051-01-01,2052-01-01,2053-01-01,2054-01-01,2055-01-01,2056-01-01,2057-01-01,2058-01-01,2059-01-01,2060-01-01,2061-01-01,2062-01-01,2063-01-01,2064-01-01,2065-01-01,2066-01-01,2067-01-01,2068-01-01,2069-01-01,2070-01-01,2071-01-01,2072-01-01,2073-01-01,2074-01-01,2075-01-01,2076-01-01,2077-01-01,2078-01-01,2079-01-01,2080-01-01,2081-01-01,2082-01-01,2083-01-01,2084-01-01,2085-01-01,2086-01-01,2087-01-01,2088-01-01,2089-01-01,2090-01-01,2091-01-01,2092-01-01,2093-01-01,2094-01-01,2095-01-01,2096-01-01,2097-01-01,2098-01-01,2099-01-01,2100-01-01
ssp119,MIROC-ES2L,0.6603849491762901,0.6222315670014567,0.5745733240375799,0.5028835783809669,0.4103045828872496,0.3093508658602886,0.1808790989780178,0.07950740243995114,0.045843006105023676,0.0346711119556673,0.04101049965886716,0.07330669935132761,0.13553985682676029,0.22710077806470963,0.34970561058370464,0.4932000412505104,0.6562695558224476,0.8510871477864939,1.0741451763765397,1.3168958958530936,1.567989053084716,1.7968880481133809,2.016717887714748,2.2645700138275657,2.6452546499600444,3.044598133699978,3.3180724372411348,3.5273956621246043,3.6914135829198997,3.7846247737115704,3.8385728483785186,3.93103393092278,4.329945626623029,4.778427568485824,4.938885989617745,5.017297488216769,5.126897399338432,5.271855525785426,5.3895520477572205,5.408275935420605,5.521066851000754,5.75698057604518,5.913108544080586,6.037285088898074,6.229427458508582,6.56990877762243,6.824338767743768,6.584340088596065,6.261153521764442,6.2819021041246685,6.562219078413449,6.9321263525307355,7.079341111150737,7.163389868868317,7.261578715350842,7.399626158882244,7.554711064956228,7.7159729208460535,7.887131113319988,8.072078322755114,8.299892137867568,8.452317766307958,8.639925169229045,8.851633158059048,9.076003224886392,9.302206118179244,9.517541119017281,9.711191335740068,9.875080173051613,10.018343857522478,10.154048868073641,10.2964268350855,10.459295534423077,10.657072751076345,10.902527075812293,11.335740072202162,11.864798141525725,12.39515152205858,12.635379061371847,12.529565767807211,12.244351540813728,11.826798673710526,11.327637779004503,10.7942238267148,10.02351594311061,9.029185374429305,8.194945848375449,7.61200731419225,7.106487778394852,6.653098583403162,6.230161323091621,5.812274368231044,5.39026242333994,4.974738994535031,4.5752509761843125,4.197908995873065,3.849972744421186,3.537906137184109,3.2634895917890665,3.015504658782124,2.7856548279948865,2.56504672530269,2.346570397111911,2.1166226547356404,1.8744003309604955,1.629224428682758,1.3924424038370378,1.1733678170502204,0.9819855561891757,0.8279203095559089,0.7220216606498155,0.6518976212680306,0.5963778227306431,0.5514522248293704,0.5134590241523026,0.4783642042970938,0.4422693720993037,0.4011535208050879,0.35133402871506625,0.2888086642599248,0.20236373127247026,0.08708467769232896,-0.05031170363724381,-0.2040311697581148,-0.36800074085863604,-0.5366082818602829,-0.7028455874202294,-0.8610974202240278,-1.005290800460031,-1.1296594222919614,-1.2274368231046964,-1.305478486712193,-1.3752999441833842,-1.4385384279305355,-1.496324082694827,-1.5503106057349074,-1.6019703439124693,-1.6529150131625072,-1.704341937540395,-1.7578631514678573,-1.814951001806587,-1.877256317689529,-1.9510031973970858,-2.038029476944633,-2.1324784739349734,-2.2287533414152065,-2.3204579260683107,-2.4019991352674266,-2.46752028661536,-2.5112488506332515,-2.5270758122743686,-2.5270758122743686,-2.5270758122743686,-2.5270758122743686,-2.5270758122743686,-2.5270758122743686,-2.5270758122743686,-2.5270758122743686,-2.5270758122743686,-2.5270758122743686,-2.5270758122743686
ssp119,CESM2,0.6992815447921927,0.6336248142661205,0.5290134803658333,0.4036924563056985,0.26607402625757004,0.1703305462445357,0.1748002506551103,0.21782445770967485,0.22347737873590745,0.1816197279059253,0.11042290286290068,0.07202028723248333,0.1488650915946863,0.221117301295628,0.16750573567671267,0.18731782106193862,0.3373652033635395,0.5243135957270653,0.7219838346910876,0.8760696664627616,0.9737881957678098,1.0488361023453194,1.1737010695458636,1.3544903312645928,1.5629216746819097,1.8171390523061532,2.2498379366681007,2.6495267779238105,2.8092541637486264,2.8618071531760663,2.8864262019209193,3.176619326559006,3.5325701412268273,3.6852876360878497,3.8080966880969385,3.9290273361165617,4.086090315840067,4.341889570223117,4.584640294336893,4.679370839695906,4.686012233044465,4.562854852432054,4.644801481266683,5.046782099192313,5.377529068928425,5.480714652240309,5.248341683261486,4.981807403522652,4.998955868491038,5.137391832780764,5.394929085357603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119,MPI-ESM1-2-LR,0.72982825942821,0.7285154990180231,0.7391240883941563,0.7361240246187393,0.6892100406502948,0.6049218246650554,0.5143299422458014,0.4045687673306162,0.3359937753807358,0.33973225660569284,0.3677525134004753,0.41936181820843643,0.49569478344562157,0.5680169545664455,0.6291456047909847,0.7327327244994848,0.8776415535963693,0.997577340541774,1.070117166975379,1.1672097506056929,1.3100343308123925,1.4672807940868537,1.6253050985153337,1.7984424203123126,1.9948623164176524,2.190433418707201,2.393114326784527,2.602838468037504,2.793412005600885,2.9246207192525304,2.9817182128130497,3.022811689208595,3.142345871601151,3.348636533039496,3.5624551255216943,3.7512118817448226,3.9297909460452445,4.0813195956139054,4.183977689642461,4.250727315350673,4.322781923966772,4.4114113022054084,4.5102646758393945,4.625170110835114,4.772107808185723,4.922786602063667,5.021595344483359,5.007852267784642,4.930739791924225,4.89639517493228,5.040619646530217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssp119,UKESM1-0-LL,1.0854140343993208,0.9994827627258474,0.9015145236475206,0.7915047562141098,0.5939161385138618,0.43126390658211733,0.4001358745840946,0.4636901408774321,0.4796199365966771,0.4457448117349827,0.3626355910966481,0.29724263455133837,0.3227669487121858,0.402326485104993,0.5185769276916687,0.6408961604691257,0.762588708300953,0.8358842367502177,0.9165432820082486,1.0705773881640113,1.2022478610584955,1.2718958439802748,1.3310691355986535,1.4498428354838637,1.6382094250806318,1.8854149571106973,2.1648995265972246,2.438142188984557,2.655722565979275,2.776544207116956,2.8831287495942632,2.9997948280964977,3.133263745725543,3.3907640965758503,3.6359954696073515,3.7186185396752762,3.7498737287793773,3.816007227117268,4.232094588131233,4.3054792878972705,4.2788244665322,4.27780470510362,4.281332265706624,4.316789885078322,4.443084978077479,4.599748118950885,4.785723861618976,4.940068035077616,4.928963986583227,4.926757810364791,5.082498082849668,5.256042586854557,5.3613931324157935,5.259055375080212,5.4574731947869015,5.7126680412541955,5.79028337764178,5.8832765177673085,6.051278778419556,6.229340418171065,6.442041560921487,6.582278481012651,6.732247777993651,6.897123686073494,7.074119311195638,7.260968512340389,7.453856995306898,7.650496877819878,7.848101265822777,8.051468442566714,8.26368092544793,8.482449719679071,8.704945626594364,8.92895012441184,9.150403483274573,9.367088607594928,9.625832440940327,9.883559683757431,9.99999999999999,9.920413446049478,9.708773326321083,9.404840567364506,9.051048243147617,8.687351742880145,8.354430379746821,8.037443384461664,7.70140406363153,7.351974968312534,6.995651554157169,6.637957363948265,6.287357304332915,5.949367088607588,5.617742519469451,5.283143862331912,4.950630155359682,4.622511803738987,4.302012074582338,3.991523705684302,3.6959739850006263,3.417721518987335,3.1477379912352634,2.876086317995976,2.607228994472165,2.343394981559768,2.087555551644564,1.8420288781341454,1.6111346966698403,1.3971570558323563,1.203067228007474,1.031401484518424,0.8860759493670756,0.7608036527676231,0.6467944594869791,0.5422385768519773,0.4461677987122303,0.35674779283897495,0.27244251832519045,0.19149827273990327,0.1128178245936565,0.034639776754563534,-0.044571911684397,-0.126582278481024,-0.2079027264350803,-0.28518687484040417,-0.3591873664748193,-0.43084986443501816,-0.5005371324533899,-0.5692007340693305,-0.6375933120606636,-0.7066575573678382,-0.7767704318251727,-0.8488722730263774,-0.9237157237492755,-1.0022735405489627,-1.084870807819907,-1.1724696749810228,-1.265822784810133,-1.3753193878749308,-1.5056014000969158,-1.6504809727325225,-1.8035058219631686,-1.9586439572565006,-2.10858060610724,-2.2472880026073585,-2.368313862938271,-2.4654322935888824,-2.5316455696202667,-2.579584970256242,-2.6256543998558763,-2.6696293812871756,-2.7109275483548307,-2.749330950961774,-2.7844983029767145,-2.8161696394094085,-2.843829827097328,-2.8672291707688737,-2.8860263842927547,-2.899911033831693,-2.9084651812335136,-2.911392405063296,-2.9083514191897493
ssp119,CanESM5,0.8542920591675056,0.7999421988209576,0.7609157168200227,0.7240551207339649,0.6811737196923389,0.6432957033009927,0.5823617581522313,0.41841117895353364,0.2608985213720416,0.19753017641041026,0.17146726619172625,0.17403167327242386,0.18990151471555805,0.2517820487032765,0.33593650088991467,0.4040551304973832,0.4747309407795086,0.5503524478759516,0.6294314698164669,0.7139296720931014,0.7754468991427927,0.8671913166874674,1.0762633232472751,1.2766084297717128,1.399392504277884,1.5670336742223725,1.8086339142162728,2.0646422746085165,2.2376707477594664,2.366093364180145,2.485408858376431,2.585969071170652,2.69470315653912,2.828763984492838,2.975865676402023,3.1135265370231906,3.2718957582362975,3.464723262758966,3.646430311907679,3.813744563581565,3.9676606445929963,4.071832976493113,4.142823452511436,4.225279867721383,4.301899522504016,4.3583543820261355,4.4307122461297865,4.589442793125812,4.6362215967944564,4.623962720822277,4.638450495937462,4.825524536484825,5.030211604210446,5.1708907952089,5.306386965241768,5.452064411656963,5.648077190010268,5.901438500562729,6.193672931875319,6.511424125659767,6.830115170608559,7.013466518601886,7.1980943947521165,7.384890411029344,7.57424729236787,7.767089058932475,7.962755552635871,8.162162162162176,8.360160648498434,8.554386909020396,8.7475648014252,8.944005732023529,9.14748627715346,9.362388447906595,9.591323118864052,9.83863748015186,10.108108108108112,10.514627476920085,10.971942523647938,11.189189189189191,11.131640964163648,10.977126750397357,10.754543536609914,10.491577121026511,10.216216216216225,9.868910500278314,9.412276989576096,8.902080060114812,8.394830545211233,7.945945945945951,7.5516983197340455,7.16725870170214,6.793360193591264,6.429758564610724,6.079175485314371,5.741334829660055,5.416969699388806,5.1059836418490505,4.810810810810814,4.526255800146058,4.2476701025365795,3.9745654932131016,3.7086841326366793,3.4495204166440088,3.1973235614831665,2.9516817438386194,2.7141870542715374,2.484407557064756,2.262592468466351,2.0484173061326567,1.843302211688719,1.64689985738163,1.4594594594594668,1.2778715988122895,1.1004392329624009,0.9268034121248642,0.7571062044229154,0.5910416696373081,0.42965965689969277,0.2726428508951109,0.12013331974679972,-0.02812544813949245,-0.17118090290478902,-0.30930248921636955,-0.4423481389509968,-0.5705186989002291,-0.6929713908331604,-0.8099215525916932,-0.9212271160525909,-1.0270270270270174,-1.1262982042838774,-1.2195318801243127,-1.307544163094047,-1.3913749192100564,-1.4713840297370753,-1.5486223089443938,-1.6239058653777376,-1.6982531287622984,-1.7720758027274646,-1.8463943154696554,-1.9220247755345963,-1.999999999999993,-2.0804366955128257,-2.163088947646901,-2.247277952744593,-2.332558468533825,-2.417784126980251,-2.502508267681358,-2.5860520869795205,-2.6679573987139773,-2.7470962785883875,-2.8230165663509186,-2.8950394583439407,-2.962664027965942,-3.0248403877627292,-3.0810810810810736,-3.1320207288607516,-3.1790120145426966,-3.2220124189303396,-3.2613695880331806,-3.297297297297291
ssp119,IPSL-CM6A-LR,1.3655988216043085,1.2959010889515383,1.182878737660559,1.0523068884859015,0.895322911003646,0.802668022008092,0.7388261495534607,0.6716303557074497,0.6308399282877133,0.5964366617719463,0.5353660066398191,0.4809160045202958,0.49193509868855756,0.5245632207372353,0.4903434120311232,0.5636790508296059,0.757468141807081,0.9987872366243238,1.2007731040367275,1.3831040472507539,1.4329531305068741,1.4332734253255381,1.4491245354219018,1.5664603706367046,1.794085921819672,2.0539364466948626,2.3614428955583833,2.749401106864184,2.900728923793551,3.025983687897991,3.1613913182913365,3.2701068323824956,3.3887257097786545,3.600531108042688,3.834167961921011,4.0286551404309705,4.191584362084626,4.329946850465291,4.400411947020018,4.416041683046501,4.420603118249261,4.407972247701849,4.4132314268135815,4.648339595413944,4.802428164804411,4.873659178494819,4.885913403293927,4.964949694825037,5.035066827105794,5.056378761591361,5.149233473181795,5.3595586613499915,5.648166927666867,5.8798426716972045,6.007610255531361,6.163184983234551,6.374993215289882,6.571277649137002,6.779534345394842,7.013959655431629,7.263987261172227,7.409734364161908,7.5527454544056045,7.697417585086528,7.847742749523325,8.00816812474787,8.181818181818187,8.399062571554634,8.670182788712312,8.97050961012528,9.272838314866787,9.552456986901415,9.783860298722985,9.94185027774712,10.00000000000001,9.786096256684502,10.173684889341674,10.895833827235876,11.28342245989305,11.205366654171558,11.004039978004418,10.72789270786099,10.427807486631025,10.039738492112463,9.528596912730881,8.984620343609716,8.502673796791456,8.087372416702184,7.6850251307258635,7.296588587422152,6.926185596108963,6.574729105900445,6.2442147632856395,5.935828877005356,5.652058678404379,5.388336605490735,5.139923089472846,4.901437104269966,4.669431456332854,4.438502673796798,4.205326592962878,3.970239966150488,3.7362468659842287,3.5044214560859475,3.2764792638289073,3.053535920119032,2.8385291408426596,2.63255686140232,2.4373346091712764,2.2540959042635786,2.0855614973262107,1.9288624670777534,1.7800981169461623,1.6382805338988295,1.503573374683636,1.3749694961846408,1.2518589889299085,1.1333141824493216,1.01937155984832,0.9090909090909136,0.8040809540462217,0.7050931350966679,0.611163937408615,0.5205139784753819,0.4316422552452778,0.3428040444285863,0.2529803688521466,0.1604278074866343,0.06112204256179356,-0.047195591447628256,-0.16232244026698536,-0.2829361827879834,-0.4074297355262356,-0.5345449680334438,-0.6619765069174876,-0.7884622025971739,-0.9123949715881168,-1.0324886870007168,-1.1464763443887265,-1.2530854216663805,-1.3507088353492929,-1.4379619180748906,-1.5127571224061445,-1.5737410097210456,-1.6193064965352062,-1.6478998309814084,-1.6577540106951858,-1.6577540106951858,-1.6577540106951858,-1.6577540106951858,-1.6577540106951858,-1.6577540106951858,-1.6577540106951858,-1.6577540106951858,-1.6577540106951858,-1.6577540106951858,-1.6577540106951858,-1.6216795279688956,-1.5382244932502012,-1.4438502673796734,-1.3750185261130239
ssp119,CNRM-ESM2-1,2.0178556274914,1.9438784697806284,1.8618968733914727,1.788512021809467,1.7314773547845732,1.7171479367300009,1.707881066030751,1.6605195131016046,1.6003987661932513,1.5173231188787781,1.4390545208460424,1.3932465684275428,1.3601386322725375,1.3296470339515167,1.3260067375031497,1.4183487047961023,1.607948514789996,1.8050795568258593,1.956581077521264,2.080401303273163,2.1581659746366313,2.245290824433596,2.4211796857463526,2.555636393690122,2.7032596019688526,2.9469925875198726,3.2744675404967154,3.60975853105262,3.8828011913908256,4.10300540101872,4.231347353855938,4.286070677764712,4.354942530759047,4.487157944006327,4.673898253340013,4.8768707712374635,5.027617489932851,5.07267142779321,5.140964838654156,5.186264030134367,5.147013157344389,5.075022326589561,5.063028979262015,5.152196310679415,5.333571134022435,5.5524806930687305,5.7216096671859304,5.800505068064581,5.822325424001406,5.810939319278589,5.807368728513325,5.954630316569704,6.178831089011471,6.453091839519553,6.7297806693678695,6.982691347410608,7.202117056271137,7.395251365457648,7.592223542599027,7.81328135710009,8.064516129032251,8.185265427894253,8.299391920546496,8.410444219645154,8.521629484212168,8.636476170467292,8.75757118620503,8.888429431213995,9.032258064516117,9.209773914855417,9.425532663102443,9.66125365192121,9.898241260979447,10.118360315770376,10.301669652143529,10.430107526881711,10.524291584673735,10.612061817067197,10.68472294830647,10.734330710727603,10.752688172042998,10.6866724014816,10.512131699385469,10.263150510688146,9.973813815780844,9.677419354838705,9.331174961846786,8.892795722609693,8.400899071943558,7.892728906036216,7.409767761826748,6.9892473118279455,6.618218040317791,6.258569831314368,5.914595231356186,5.587615570104419,5.279952799173796,4.9931770956633015,4.731182795698913,4.489744871370049,4.262858153680612,4.048383360748459,3.845919267637666,3.653293182582945,3.468935472844403,3.2907975309353654,3.118279569892465,2.950617584871105,2.7886020603324426,2.631831785386774,2.4811828165206786,2.336238393520688,2.1970178605154014,2.0631827771407854,1.9354838709677296,1.8152567221297993,1.7028697582346655,1.5960455966192364,1.4933717225231418,1.3925574658827442,1.2916111231097303,1.1882538630302968,1.0810542260669342,0.9677419354838575,0.8449334266297932,0.7122372079208786,0.5734409780636945,0.4312494129851153,0.2887181153580732,0.14852616443559172,0.014502219209570816,-0.1106862790319467,-0.2239837276160292,-0.3225806451613024,-0.4068164153890246,-0.4813548287758208,-0.5483713488265664,-0.6102050491522687,-0.6686984737181809,-0.7262023556366566,-0.7848921584125719,-0.8471199609515303,-0.9147261536547784,-0.9900506179040802,-1.0752688172043108,-1.1763043973817044,-1.2940919363242782,-1.4248660835559825,-1.5646123953960507,-1.7097160063348844,-1.8553603863662818,-1.997922601487904,-2.133388208018986,-2.258064516129039,-2.3737701963301023,-2.4860944126305147,-2.5951062049236873,-2.701159997708753,-2.803745459668495,-2.903225806451616,-2.9996700779515244
ssp126,MIROC-ES2L,0.6603849491762901,0.6222315670014567,0.5745733240375799,0.5028835783809669,0.4103045828872496,0.3093508658602886,0.1808790989780178,0.07950740243995114,0.045843006105023676,0.0346711119556673,0.04101049965886716,0.07330669935132761,0.13553985682676029,0.22710077806470963,0.34970561058370464,0.4932000412505104,0.6562695558224476,0.8510871477864939,1.0741451763765397,1.3168958958530936,1.567989053084716,1.7968880481133809,2.016717887714748,2.2645700138275657,2.6452546499600444,3.044598133699978,3.3180724372411348,3.5273956621246043,3.6914135829198997,3.7846247737115704,3.8385728483785186,3.93103393092278,4.329945626623029,4.778427568485824,4.938885989617745,5.017297488216769,5.126897399338432,5.271855525785426,5.3895520477572205,5.408275935420605,5.521066851000754,5.75698057604518,5.913108544080586,6.037285088898074,6.229427458508582,6.56990877762243,6.824338767743768,6.584340088596065,6.261153521764442,6.2819021041246685,6.562219078413449,6.9321263525307355,7.079341111150737,7.163389868868317,7.261578715350842,7.399626158882244,7.554711064956228,7.7159729208460535,7.887131113319988,8.072078322755114,8.299892137867568,8.452317766307958,8.639925169229045,8.851633158059048,9.076003224886392,9.302206118179244,9.517541119017281,9.711191335740068,9.869985663652841,10.001321817151636,10.123432941101084,10.255614910535403,10.41677536244339,10.62647777956373,10.902527075812293,11.552346570397106,11.536121623513523,11.490654205391023,11.421254616164607,11.332886456557189,11.230600034166377,11.119133574007222,10.945227464858265,10.67843125744274,10.359382052833652,10.02783232869985,9.726323762848011,9.494584837545125,9.324100622921865,9.174984554986212,9.042192227818019,8.919443214680774,8.80089162185568,8.680354615328723,8.552631619445293,8.411552346570398,8.257878137151085,8.096766345882283,7.930521444808912,7.76013299361893,7.587021826364408,7.412130447743445,7.2378386280925096,7.065090487229265,6.895306859205775,6.731249705728638,6.57440128918009,6.421810152683788,6.2709846067485575,6.119014469640638,5.964232797870606,5.803734821641547,5.635028851462281,5.455114693370407,5.26247810344472,5.05415162454873,4.8121783001636365,4.527272436992922,4.212770997802374,3.8797010876589537,3.539815958077095,3.203968757964419,2.885774818048152,2.596057613925837,2.346570397111911,2.131129620793739,1.9346648086246954,1.7523872446373532,1.5801258117681556,1.4132576614566974,1.2485139961388783,1.0812616830305557,0.9073296050681743,0.722021660649844,0.5214008930624195,0.3065951608618058,0.0832694848625288,-0.14352951374737283,-0.36688453443864494,-0.581748915880031,-0.7824576372570052,-0.9638088406064933,-1.119133574007222,-1.2640477998571347,-1.4126896155840618,-1.5583519601290319,-1.6931287125017591,-1.8103317788982025,-1.902867212524153,-1.9637574369408095,-1.9855595667870038,-1.9853433159644323,-1.9838295602064346,-1.9797047833281454,-1.9716910561952647,-1.9584837545126352,-1.9387853733448286,-1.9112112126666516,-1.8746114820530946,-1.8276246023400375,-1.7689530685920545
ssp126,CESM2,0.6992815447921927,0.6336248142661205,0.5290134803658333,0.4036924563056985,0.26607402625757004,0.1703305462445357,0.1748002506551103,0.21782445770967485,0.22347737873590745,0.1816197279059253,0.11042290286290068,0.07202028723248333,0.1488650915946863,0.221117301295628,0.16750573567671267,0.18731782106193862,0.3373652033635395,0.5243135957270653,0.7219838346910876,0.8760696664627616,0.9737881957678098,1.0488361023453194,1.1737010695458636,1.3544903312645928,1.5629216746819097,1.8171390523061532,2.2498379366681007,2.6495267779238105,2.8092541637486264,2.8618071531760663,2.8864262019209193,3.176619326559006,3.5325701412268273,3.6852876360878497,3.8080966880969385,3.9290273361165617,4.086090315840067,4.341889570223117,4.584640294336893,4.679370839695906,4.686012233044465,4.562854852432054,4.644801481266683,5.046782099192313,5.377529068928425,5.480714652240309,5.248341683261486,4.981807403522652,4.998955868491038,5.137391832780764,5.394929085357603,5.590317106204688,5.670256536739548,5.768392598630063,5.979282149130077,6.240957731280593,6.463262679149271,6.645602821579094,6.847867811872993,7.096409776735923,7.33094693745876,7.418960314180934,7.502476969726084,7.585533011997161,7.6719147948328725,7.765678061048659,7.870105446288532,7.989228007181339,8.12886160548162,8.290295025902294,8.468933028848225,8.661484539881712,8.864244931933204,9.074088442940704,9.286155297294941,9.497307001795344,9.74637081630595,10.047003028981324,10.354724440664096,10.627567828775911,10.82279442370225,10.89766606822263,10.89766606822263,10.89766606822263,10.89766606822263,10.89766606822263,10.89766606822263,10.89766606822263,10.89766606822263,10.870225708911365,10.793653504964555,10.676100669655522,10.525718631301215,10.350152779352,10.158532539129498,9.95855971349292,9.758385730759217,9.565653774407519,9.389587073608624,9.222738873400216,9.052675202684101,8.878774965935275,8.701846884159478,8.521279252270913,8.336930839379198,8.148139088363948,7.955794094625793,7.759244240279431,7.558348294434481,7.348177912774206,7.127537552795947,6.89871024716431,6.664535562983055,6.4272037812710945,6.190857850696482,5.95769102251944,5.730542863843722,5.511669658886902,5.303392361682959,5.103153084813114,4.9091940844928095,4.719243213292058,4.532576695016408,4.346912406200233,4.160492603058985,3.97103685288266,3.7778186738974417,3.5785669334970818,3.3715238878970277,3.1543236617383994,2.926391382405754,2.6721113676581294,2.3845191537299866,2.0730916059803985,1.749903907735622,1.4244816185877212,1.107174489468493,0.8075483799107916,0.5376139845075845,0.3068723574104448,0.12567324955116982,-0.028876482927539544,-0.18139988859709155,-0.32648211442705394,-0.4582891738637403,-0.5712642433448318,-0.6589426593077711,-0.7158279656915713,-0.7360861759425461,-0.7360861759425461,-0.7360861759425461,-0.7360861759425461,-0.7360861759425461,-0.7360861759425461,-0.7360861759425461,-0.7360861759425461,-0.7360861759425461,-0.7360861759425461,-0.7360861759425461,-0.7360861759425461,-0.7360861759425461
ssp126,MPI-ESM1-2-LR,0.72982825942821,0.7285154990180231,0.7391240883941563,0.7361240246187393,0.6892100406502948,0.6049218246650554,0.5143299422458014,0.4045687673306162,0.3359937753807358,0.33973225660569284,0.3677525134004753,0.41936181820843643,0.49569478344562157,0.5680169545664455,0.6291456047909847,0.7327327244994848,0.8776415535963693,0.997577340541774,1.070117166975379,1.1672097506056929,1.3100343308123925,1.4672807940868537,1.6253050985153337,1.7984424203123126,1.9948623164176524,2.190433418707201,2.393114326784527,2.602838468037504,2.793412005600885,2.9246207192525304,2.9817182128130497,3.022811689208595,3.142345871601151,3.348636533039496,3.5624551255216943,3.7512118817448226,3.9297909460452445,4.0813195956139054,4.183977689642461,4.250727315350673,4.322781923966772,4.4114113022054084,4.5102646758393945,4.625170110835114,4.772107808185723,4.922786602063667,5.021595344483359,5.007852267784642,4.930739791924225,4.89639517493228,5.040619646530217,,5.354172095987922,5.457567549854369,5.621014991376519,5.874076876450379,6.113238530670822,6.299329233792515,6.505598879194186,6.756326031411487,7.034108842076302,7.207344777803998,7.382831699424689,7.560865616262015,7.741273100616018,7.919793741481731,8.094156205762303,8.269834932049173,8.451807031225263,8.64559909122832,8.855140619429081,9.085920489088098,9.342915811088295,9.688382120378234,10.097831233352409,10.451745379876792,10.698151950718682,10.965210107627104,11.258793552357947,11.529989660306223,11.729238684294698,11.80698151950719,11.77116671123983,11.675955316951518,11.539696882412887,11.380291106561318,11.217000521876546,11.067761806981514,10.93002872919284,10.788294221466428,10.642828919165312,10.492748022124998,10.337548808597264,10.176279771260925,10.009318291542451,9.835728952772072,9.652609609880132,9.457973759087162,9.254577497097767,9.043591941083578,8.826705746375099,8.604997582716122,8.381371482947143,8.156915336928321,7.933317799990158,7.711666957735834,7.494866529774129,7.28208820317448,7.071127612400444,6.86011754419985,6.648917885994399,6.435661751573553,6.2190589152119715,5.997205462351156,5.770020533880903,5.529021225636038,5.273421535345397,5.011864507080603,4.755157095504386,4.511943860038969,4.291581108829568,4.094811870076422,3.914959702860955,3.747319253668471,3.587748978995952,3.4316825185198576,3.2758216901656505,3.115595059127824,2.94686108190336,2.7649601031206505,2.5667351129363425,2.3355418593350374,2.0666790458029203,1.7723770284453741,1.467330077122361,1.1638180474437687,0.8748971764305447,0.6129578328194129,0.39251744125860527,0.2258726899383987,0.09626096199100334,-0.022741940205431466,-0.13145746781759124,-0.23119480452836788,-0.3229234758460377,-0.4078362533701986,-0.4864408731018105,-0.5599480601994128,-0.6293273401712812,-0.6957262162941715,-0.7597535934291599,-0.8220771472671948,-0.8823260756220257,-0.9403451071422977,-0.9955062465972391,-1.04766118267503,-1.096499672737632,-1.1418300759262527,-1.1830937337769625,-1.2201093677185357,-1.2525667351129357
